'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Steinerpäiväkoti Pikkulyhty','www.vihdinsteinerkoulu.fi','Meijerinraitti 2','Vihti,  3400',3400,'Vihti','Southern Finland','Finland','FI','60.4174','24.31694'
'Steinerpäiväkoti Pohjantähti','www.kolumbus.fi/steinerpohjantahti','Kirkkotie 9','Tuusula,  4300',4300,'Tuusula','Southern Finland','Finland','FI','60.40616','25.02749'
'Steinerpäiväkoti Punavarpunen','www.punavarpunen.org','Kaarretie 14','Oulu,  9500',90500,'Oulu','Northern Finland','Finland','FI','65.02746','25.48034'
'Steinerpäiväkoti Sinilintu','www.tampereensteinerkoulu.fi','Muotialantie 77','Tampere,  33800',33800,'Tampere','West and Inner Finland','Finland','FI','61.47821','23.82368'
'Steinerpäiväkoti Sirius','www.steinerpaivakotisirius.fi','Paraistentie 3','Helsinki,  280',280,'Helsinki','Southern Finland','Finland','FI','60.20033','24.90377'
'Steinerpäiväkoti Tähtitarha','www.tahtitarha.fi','Mattilankatu 16','Jyväskylä,  40600',40600,'Jyvaskyla','West and Inner Finland','Finland','FI','62.23247','25.72624'
'Steinerpäiväkoti Taivonkaari','www.taivonkaari.fi','Hiidentie 1 C','Oulu,  90550',90550,'Oulu','Northern Finland','Finland','FI','65.04066','25.49963'
'Steinerpäiväkoti Tiitiäinen','www.vaasansteinerkoulu.fi','Kauppapuistikko 1','Vaasa,  65100',65100,'Vaasa','West and Inner Finland','Finland','FI','63.09909','21.61346'
'Steinerpäiväkoti Tontuntupa','www.tontuntupa.fi','Valtakatu 11 rak. 79','Lappeenranta,  53600',53600,'Lappeenranta','Southern Finland','Finland','FI','61.0571805','28.175122'
'Suomen Steinerkasvatuksen liitto varhaiskasvatusjaosto',,'Syrjälänkatu 11 A','Jyväskylä,  40700',40700,'Jyvaskyla','West and Inner Finland','Finland','FI','62.23892','25.71873'
'Turun steinerkoulun esiluokka','www.turunsteinerkoulu.fi','Mestarinkatu 2','Turku,  20810',20810,'Turku','Southwest Finland','Finland','FI','60.43819','22.25948'
'Turun Steinerpäiväkoti','www.turunsteinerpaivakoti.fi','Ylioppilaskylä 20 B','Turku,  20540',20540,'Turku','Southwest Finland','Finland','FI','60.4635416','22.2959201'
'Waldorfbarnträdgården Regnbågen','www.waldorf.ax','Godbyvägen 21','Mariehamn,  22100',22100,'Mariehamn','Aland','Finland','FI','60.119154','19.9426334'
'Flame Tree Waldorf Kindergarten','www.waldorfinfiji.com','Richards Road 240','Suva,  ',,'Suva','Western','Fiji Islands','FJ','-18.1412601470947','178.423248291016'
'Centre de Formation Méditerranée Pédagogie Steiner-Waldorf - CEFOME','www.steiner-waldorf.org/formation/petite-enfance','34 avenue Flirey - Entrance C','Nice, Nice 6000',6000,'Nice','PACA','France','FR','43.72499','7.27528'
'Ecole Chant''Arize','www.ecole-steiner-ariege.org','Domaine de Portecluse, route de Montfa','Campagne sur Arize, Saint Girons 9350',9350,'Campagne-sur-Arize','Occitanie','France','FR','43.12586','1.33776'
'Ecole des Quatre Saisons','www.ecoledes4saisons.fr/','441 chemin des Baraques','Challes les Eaux, Chambéry 73190',73190,'Challes-les-Eaux','Auvergne-Rhone-Alpes','France','FR','45.53991','5.97742'
'Ecole Eveil et loisirs','www.enfanceeourres.com','Le Village','Eourres, Sisteron 5300',5300,'Laragne-Montéglin','PACA','France','FR','44.30426','5.83665'
'Ecole Les Boutons d''or','www.steiner-aix.org','385 rue Serpentine','Eguilles, Aix en Provence 13510',13510,'Éguilles','PACA','France','FR','43.54609','5.36265'
'Ecole Maternelle Blanchefleur','www. ecole-steiner-troyes.com','147 Ave Pierre Brossolette','Troyes, Troyes 10000',10000,'Troyes','Grand Est','France','FR','48.28696','4.07745'
'Ecole Maternelle du Petit Pommier','www.ecole-petitpommier.org','Chateau de Taillé','Fondettes, Tours 37230',,'Fondettes','Centre-Val de Loire','France','FR','47.4034996032715','0.596650004386902'
'Ecole maternelle Internationale','waldorf-kindergarten.org/','403 rue de Prince Raineier III de Monaco','Beausoleil, Nice-Monaco 6240',,,,'Monaco','FR','43.7363014221191','7.42331123352051'
'École maternelle Les Tournesols','www.ecolesteinertoulouse.org/','19 rue Jean Crampagne','Toulouse, Toulous 31300',31100,'Toulouse','Occitanie','France','FR','43.57447','1.4150799'
'Ecole Rudolf Steiner','www.ecole-steiner-avignon.org/','300 chemin de la Traille','Avignon Sorgues, Avignon 84700',84700,'Sorgues','PACA','France','FR','43.99411','4.87552'
'Fédération Pédagogie Steiner-Waldorf en France','www.steiner-waldorf.org','6 avenue Georges Clemenceau','Saint Genis Laval,  69230',69230,'Saint-Genis-Laval','Auvergne-Rhone-Alpes','France','FR','45.70782','4.79832'
'Institut de Formation à la Pédagogie Steiner-Waldorf Didascali','www.didascali.org','300, Chemin de la Traille','Sorgues, Avignon 84700',84700,'Sorgues','PACA','France','FR','43.99411','4.87552'
'Institut Rudolf Steiner','www.steiner-waldorf.org/formation_enseignants_waldorf','5 rue Georges Clémenceau','Chatou, Chatou 78400',78400,'Chatou','IdF','France','FR','48.88615','2.1537799'
'Jardin d''églantine','jardindeglantine.fr','165 Boulevard Brune','Paris, Paris 75014',75014,'Paris','IdF','France','FR','48.8242199','2.3219599'
'Jardin d''enfants','www.surlesailesdeslutins.fr','2530 boulevard Paul Valéry','Montpellier, Montpellier 34070',34070,'Montpellier','Occitanie','France','FR','43.59653','3.8492'
'Jardin d''enfants "Arc en ciel"','www.jardindenfants-larcenciel.com','7 avenue Bernadotte','Jurançon, Pau 64110',64110,'Jurançon','Aquitaine','France','FR','43.2855','-0.38066'
'Jardin d''enfants "L''Aubépine"','ecole-steiner-mulhouse.fr','2 rue du Grimoire','Wittelsheim, Mulhouse 68310',68310,'Wittelsheim','Grand Est','France','FR','47.82016','7.26677'
'Jardin d''enfants de l''école Les Capucines','www.ecolelescapucines.fr','Domaine du Plessis','Vern sur Seiche, Rennes 35770',35770,'Vern-sur-Seiche','Brittany','France','FR','48.05755','-1.60124'
'Jardin d''enfants de l’école Michaël','www.ecole-steiner-strasbourg.fr/','3 rue du Schnockeloch','Strasbourg, Strasbourg 67200',67200,'Strasbourg','Grand Est','France','FR','48.57865','7.71442'
'Jardin d''enfants de la Mhotte','www.lamhotte.fr','Château de la Mhotte','Saint Menoux, Moulins 3210',,'Saint-Menoux','Auvergne-Rhone-Alpes','France','FR','46.5842399597168','3.15948009490967'
'Jardin d''enfants R. Steiner','www.ecole-steiner-lyon.org/','6 avenue Clemenceau','Saint Genis Laval, Lyon 68230',69230,'Saint-Genis-Laval','Auvergne-Rhone-Alpes','France','FR','45.70782','4.79832'
'Jardin d''enfants R. Steiner','www.pedagogie-steiner-colmar.fr','4 rue Herzog','Logelbach, Colmar 68124',68124,'Wintzenheim','Grand Est','France','FR','48.0855','7.31511'
'Jardin d’enfants « Caminarem »','www.ecolecaminarem.org','156 Impasse de Jouquet','Monteils, Ales 30360',30360,'Monteils','Occitanie','France','FR','44.0871','4.18562'
'Jardin d’enfants de l’école « Perceval »','www.ecoleperceval.com','5 avenue d''Eprémesnil','Chatou, Chatou 78400',78400,'Chatou','IdF','France','FR','48.88729','2.15842'
'Libre Ecole Rudolf Steiner','www.ecole-steiner-verrieres.org','62 rue de Paris','Verrières-le-Buisson, Verrieres 91370',91370,'Verrières-le-Buisson','IdF','France','FR','48.73922','2.24426'
'Tbilisi Tavisupali Waldorphis Skola/Waldorfkindergarten Tblisi','www.waldorfkindergarten.ge','Topurias Str 2','Tbilissi,  186',,'Tbilisi','K''alak''i T''bilisi','Georgia','GE','41.7090797424316','44.7961196899414'
'Waldorfkindergarten Irine Dutschidse',,'Zeretelistr. 67/1','Tbilissi,  380054',,'Tbilisi','K''alak''i T''bilisi','Georgia','GE','41.7090797424316','44.7961196899414'
'Karydia',,'Athanasiou Diakou 13','Athens, Attiki 15127',,'Patras','Western Greece','Greece','GR','39.25',21
'Djecji Vrtic Bulevard',,'Ratka Petrovica 33','Rijeka,  51000',51000,'Rijeka','Primorje-Gorski','Croatia','HR','45.32341','14.48376'
'Djecji Vrtic Duga',,'Put skalica 47','Split,  21000',,'Skalica','Trnava','Slovakia','HR','48.8451690673828','17.2246799468994'
'Djecji Vrtic Ozana',,'Ul. Grada Vukovara 239','Zagreb,  10000',10000,'Zagreb','Zagreb','Croatia','HR','45.80148','15.99275'
'Institut za Waldorfsku Pedagogiju','www.iwp.hr','Mallinova 34','Zagreb,  10000',10000,'Zagreb','Zagreb','Croatia','HR','45.8282','15.97587'
'Waldorfski Djecji Vrtic Iskrica',,'Papandopulova 2 a','Split,  21000',21000,'Split','Split-Dalmatia','Croatia','HR','43.5145301818848','16.4730434417725'
'Waldorfski Djecji Vrtic Mala Vila',,'Zametska 6','Rijeka,  51000',51000,'Rijeka','Primorje-Gorski','Croatia','HR','45.3392399','14.4024'
'Waldorfski vrtić Neven','www.waldorfskidjecjivrticneven.hr','Eugena Kvaternika 15','Samobor, Mala Rakovica ',10430,'Samobor','Zagreb','Croatia','HR','45.7889','15.71927'
'Gr.d''Etudes et de Recher.en Mat.Edu(GERM)',,'Boite Postale 11002','Port au Prince, Carrefour ',,'Carrefour',,'Haiti','HT','18.533332824707','-72.4166641235352'
'Ajkai Zöldikék Óvoda Waldorf Csoport',,'Úttörő u. 1/a','Ajka,  8400',8400,'Ajka','Veszprem','Hungary','HU','47.10147','17.54331'
'Angyalforrás Waldorf Óvoda','waldorftata.wordpress.com','Tárkányi L. u. 12.','Tata,  2890',2890,'Tata','Komárom-Esztergom','Hungary','HU','47.65605','18.32944'
'Aranyhal Waldorf Óvoda','www.waldorfpaks.hu','Béke u. 13.','Dunakömlőd,  7027',7030,'Paks','Tolna','Hungary','HU','46.66275','18.8792'
'Aranyos Szeglet Szolnoki Waldorf Óvoda','www.szolnokiwaldorfiskola.hu','Balogh Béla u. 14.','Szolnok,  5000',5000,'Szolnok','Jász-Nagykun-Szolnok','Hungary','HU','47.1842558','20.2034962'
'Bársony János úti Óvoda Waldorf Csoport',,'Bársony János u. 27.','Miskolc,  3532',3531,'Miskolc','Borsod-Abaúj-Zemplén','Hungary','HU','48.10306','20.75953'
'Budántúli Waldorf Óvoda','www.budantuliwaldorf.hu','Árpád utca 12','Páty,  2071',2071,'Páty','Pest','Hungary','HU','47.51523','18.82601'
'Búzavirág Szabad Waldorf Óvoda','www.felegyhaziwaldorf.hu','Arad u. 10.','Kiskunfélegyháza,  6100',6100,'Kiskunfélegyháza','Bács-Kiskun','Hungary','HU','46.70558','19.8399'
'Cinkotai Waldorf Óvoda','www.cinkotaiwaldorf.hu','Batthyány I. u. 9/b','Budapest,  1164',1164,'Budapest','Budapest','Hungary','HU','47.5189048','19.2307085'
'Cseperedö Waldorf Óvoda','www.cseperedowaldorf.hu','Pannónia u. 34.','Szentendre,  2000',2000,'Szentendre','Pest','Hungary','HU','47.65759','19.07611'
'Csigadombi Waldorf Óvoda','www.dunaujvarosiwaldorf.hu','Garibaldi u. 1.','Dunaújváros,  2400',2400,'Dunaújváros','Fejér','Hungary','HU','46.9590699','18.94725'
'Csillagberek Waldorf Óvoda','www.csillagberek.hu','Langlet W. u. 20/a','Budapest,  1047',1047,'Budapest','Budapest','Hungary','HU','47.56619','19.08507'
'Csillagbölcső Waldorf Óvoda','www.csillagbolcso.hu','Napsugár u. 2','Kecskemét,  6000',6000,'Kecskemet','Bács-Kiskun','Hungary','HU','46.9159693','19.7123919'
'Csillagszem Waldorf Óvoda','www.csillagszemwaldorf.hu','Ezüsthegy u. 76.','Budapest,  1038',1038,'Budapest','Budapest','Hungary','HU','47.60269','19.04794'
'Csillagvár Waldorf Óvoda','www.waldorfveszprem.hu','Szent István u. 12.','Veszprém,  8200',8200,'Veszprem','Veszprem','Hungary','HU','47.0987099','17.8995'
'Csimota Ringató Waldorf Óvoda','www.csimotaringato.hu','Béke u. 2.','Pilisszentlászló,  2009',2009,'Pilisszentlászló','Pest','Hungary','HU','47.72346','18.98809'
'Csipkebogyó Waldorf Óvoda','sites.google.com/site/csipkebogyowaldorfovoda/','Somos u. 18.','Győr,  9025',9025,'Gyor','Győr-Moson-Sopron','Hungary','HU','47.68466','17.6073'
'Dr. Göllner Mária Waldorf Óvoda','www.gmwe.hu','Levente u. 13.','Piliscsaba,  2081',2081,'Piliscsaba','Pest','Hungary','HU','47.63596','18.8268099'
'ELTE Bárczi Gusztáv Gyógypedagógiai Kar Waldorf-pedagógiai továbbképzés','www.barczi.elte.hu','Ecseri út 3.','Budapest,  1097',1097,'Budapest','Budapest','Hungary','HU','47.4705299','19.1084'
'Fehérlófia Waldorf Óvoda','www.feherlofiawaldorf.hu','Ady E. u. 27.','Balatonalmádi,  8220',8220,'Balatonalmádi','Veszprem','Hungary','HU','47.04562','18.00607'
'Fóti Szabad Waldorf Óvoda','www.fotiwaldorf.hu','Vörösmarty tér 2. 230. ép.','Fót,  2151',2151,'Fót','Pest','Hungary','HU','47.61919','19.21191'
'Galagonya Waldorf Óvoda','www.galagonyawaldorf.hu','Pilisvörösvári u. 2.','Solymár,  2083',2083,'Solymár','Pest','Hungary','HU','47.59315','18.93864'
'Gödöllöi Szabad Waldorf Óvoda','www.waldorf-godollo.hu','Isaszegi út 11.','Gödöllö,  2100',2100,'Gödöllő','Pest','Hungary','HU','47.58939','19.35661'
'Gyermekliget Waldorf Óvoda','www.gyermekligetovi.blogspot.hu','Petöfi S. u. 29.','Tök,  2073',2073,'Tök','Pest','Hungary','HU','47.5657997131348','18.7447814941406'
'Hárskút Waldorf Óvoda','www.harskutwaldorfovoda.hu','Kántorné sétány 9','Budapest,  1165',1144,'Budapest','Budapest','Hungary','HU','47.50566','19.14322'
'Istenkúti Waldorf Óvoda','www.waldorfpecs.hu','Fábián Béla u. 7.','Pécs,  7635',7635,'Pecs','Baranya','Hungary','HU','46.09199','18.1887'
'Karácsony Sándor Waldorf Óvoda','www.waldorf.god.hu','Tél u. 2.','Göd,  2131',2131,'Göd','Pest','Hungary','HU','47.69726','19.15059'
'Katicabogár Waldorf Óvoda','www.waldorf-haz.hu','Repülőtéri út 6.','Budapest,  1112',1112,'Budapest','Budapest','Hungary','HU','47.44637','18.9842799'
'Kikelet Waldorf Óvoda','www.kikeletwaldorfovi.hu','Széchenyi u. 65.','Debrecen,  4031',4031,'Debrecen','Hajdú-Bihar','Hungary','HU','47.5246','21.61306'
'Kisember Waldorf Óvoda','www.kisember.wordpress.com','Mártonhegyi u. 65. Fszt. 4.','Budapest,  1124',1124,'Budapest','Budapest','Hungary','HU','47.49261','19.01009'
'Kispesti Waldorf Óvoda','www.waldorfkispest.hu','Vécsey u. 9-13.','Budapest,  1193',1152,'Budapest','Budapest','Hungary','HU','47.56112','19.12881'
'Magyar Waldorf Szövetség (Hungarian Waldorf Fellowship)','www.waldorf.hu','Asbóth u. 17.','Budapest,  1075',1075,'Budapest','Budapest','Hungary','HU','47.49786','19.05662'
'Magyar Waldorf-Ovodapedagógiai Egyesület',,'Kazinczy u. 6.','Solymár,  2083',2083,'Solymár','Pest','Hungary','HU','47.58126','18.92453'
'Manófalva Waldorf Óvoda','www.manofalva.hu','Gödöllöi u. 136.','Budapest,  1141',1141,'Budapest','Budapest','Hungary','HU','47.5194','19.13928'
'Meseház Waldorf Óvoda','www.szadaimesehazovi-waldorf.hu','Korizmics u 32.','Szada,  2111',2111,'Szada','Pest','Hungary','HU','47.62749','19.31012'
'Mihály Kertje Kecskeméti Waldorf Óvoda','www.kecskemetiwaldorf.hu','Szarkás 74.','Kecskemét,  6000',6000,'Kecskemet','Bács-Kiskun','Hungary','HU','46.9105599','19.58043'
'Nagykovácsi Waldorf Óvoda','www.nkwo.hu','Bánya u. 9.','Nagykovácsi,  2094',2094,'Nagykovácsi','Pest','Hungary','HU','47.58086','18.88489'
'Napkeleti Kör Waldorf Óvoda','www.napkeletiwaldorfovoda.hu','Tárogató lejtő 17.','Budapest,  1021',1021,'Budapest','Budapest','Hungary','HU','47.5284199','18.97618'
'Napravár Waldorf Óvoda','www.zalaiwaldorf.hu','Arany János u. 15.','Zalaegerszeg,  8900',8900,'Zalaegerszeg','Zala','Hungary','HU','46.8430899','16.83954'
'Nyíregyházi Waldorf Óvoda','www.nyiregyhaziwaldorf.hu','Kert-köz 8.','Nyíregyháza,  4400',4400,'Nyiregyhaza','Szabolcs-Szatmár-Bereg','Hungary','HU','47.94695','21.72824'
'Óbudai Waldorf Óvoda','www.owo.hu','Harrer Pál u. 9-11.','Budapest,  1033',1035,'Budapest','Budapest','Hungary','HU','47.5445','19.04507'
'Perintparti Szó-Fogadó Szombathelyi Waldorf Óvoda','www.waldorfszombathely.hu','Sorok u. 44.','Szombathely,  9700',9700,'Szombathely','Vas','Hungary','HU','47.22524','16.61845'
'Pilisborosjenői Gyöngyharmat Waldorf Óvoda','www.gyongyharmatovi.hu','Fő út 41.','Pilisborosjenő,  2094',2097,'Pilisborosjenő','Pest','Hungary','HU','47.60747','18.99142'
'Rákosmenti Waldorf Óvoda','www.rakoshegyiwaldorfovi.hu','Apponyi u. 7.','Budapest,  1174',1174,'Budapest','Budapest','Hungary','HU','47.46049','19.23006'
'Rozmarintszál Waldorf Óvoda',,'Len u. 8.','Budapest,  1028',1028,'Budapest','Budapest','Hungary','HU','47.55841','18.95684'
'Rózsátnevető Waldorf Óvoda','www.rozsatneveto.hu','Diószegi u. 44.','Budapest,  1114',1113,'Budapest','Budapest','Hungary','HU','47.47807','19.03577'
'Solymári Waldorf Óvoda',,'Panoráma u. 5-7.','Solymár,  2083',2083,'Solymár','Pest','Hungary','HU','47.58249','18.93703'
'Szamóca Waldorf Óvoda','www.szamocawaldorfovoda.hu','Zrínyi u. 33/a','Tahitótfalu,  2021',2021,'Tahitótfalu','Pest','Hungary','HU','47.74978','19.09271'
'Szegedi Waldorf Óvoda','www.waldorfszeged.hu/ovoda','Napos út 16.','Szeged,  6728',6728,'Szeged','Csongrád','Hungary','HU','46.27169','20.12244'
'Szekszárdi Waldorf Óvoda','www.waldorfszekszard.hu/ovodank','Rákóczi u. 132.','Szekszárd,  7100',7100,'Szekszard','Tolna','Hungary','HU','46.36346','18.70431'
'Szentendrei Waldorf Óvoda','www.szentendreiwaldorfovoda','Jobbágy u. 3.','Szentendre,  2000',2000,'Szentendre','Pest','Hungary','HU','47.67629','19.05761'
'Szivárvány Waldorf Óvoda','www.szamocawaldorfovoda.hu','Krúdy Gyula u. 1.','Dunakeszi,  2120',2120,'Dunakeszi','Pest','Hungary','HU','47.64221','19.13657'
'Tamási Waldorf Óvoda','www.szamocawaldorfovoda.hu','Deák Ferenc u. 7.','Tamási,  7090',7090,'Tamási','Tolna','Hungary','HU','46.62926','18.28323'
'Tettye Völgye Waldorf Óvoda','www.waldorfpecs.hu','Cserzö köz 2.','Pécs,  7625',7625,'Pecs','Baranya','Hungary','HU','46.08327','18.23466'
'Török Sándor Waldorf Óvoda','www.tswaldorf.hu','Guyon Richárd u. 3.','Budapest,  1026',1026,'Budapest','Budapest','Hungary','HU','47.51773','19.00537'
'Tündérkert Waldorf Óvoda','www.tunderkertgyor.hu','Vágóhíd u. 5.','Győr,  9027',9027,'Gyor','Győr-Moson-Sopron','Hungary','HU','47.68671','17.65333'
'Tündérrózsa Waldorf Óvoda','www.tunderrozsa.blogspot.com','Hársfa u. 58.','Budapest,  1162',1162,'Budapest','Budapest','Hungary','HU','47.52476','19.17448'
'Tündérzug Waldorf Óvoda','www.waldorffehervar.hu','Bártfai u. 6-8.','Székesfehérvár,  8000',8000,'Szekesfehervar','Fejér','Hungary','HU','47.19986','18.44953'
'Váci Waldorf Óvoda','www.vaciwaldorf.hu','Kert u 8.','Vác,  2600',2600,'Vác','Pest','Hungary','HU','47.77581','19.13604'
'Vadrózsa Waldorf Óvoda','www.vadrozsawaldorf.hu','Gárdonyi G. u. 45.','Győrsövényház,  9161',9161,'Győrsövényház','Győr-Moson-Sopron','Hungary','HU','47.6939','17.37017'
'Waldorf Pedagógiai Intézet','www.waldorf-kepzes.hu','József Attila u. 41.','Solymár,  2083',2083,'Solymár','Pest','Hungary','HU','47.5926199','18.93252'
'Jagad Alit Waldorf','jagadalitschool.blogspot.com','Babakan Jeruck IIIE','Bandung, West Java 40163',40393,'Bandung','West Java','Indonesia','ID','-6.89888','107.74561'
'Ballyhall Waldorf Kindergarten',,'Ballyhall','Callan, Kilkenny ',,'Kilkenny','County Kilkenny','Ireland','IE','52.50853','-7.35655'
'Ballymoney Kindergarten','www.crannogkindergarten.com','Kiltennel','Gorey, Wexford ',,'Gorey','County Wexford','Ireland','IE','52.66579','-6.22588'
'Bridgit''s Hearth Kindergarten','brigitshearth.org','Raheen Woods Estate','Tuamgraney, Clare ',,'Limerick','County Clare','Ireland','IE','52.89203','-8.50611'
'Cuan Parent and Child Group','www.facebook.com/pages/Cuan-Parent-and-Child-Group','Baltyboys','Blessington,  ',,'Blessington','Wicklow','Ireland','IE','53.1725196838379','-6.53025007247925'
'Galway Steiner Kindergarten','www.galwaysteiner.wordpress.com','Na Blatha Craige','Galway,  ',,'Galway','County Galway','Ireland','IE','53.27452','-9.1113'
'Irish Steiner Kindergarten Association (ISKA)','www.iskaireland.org','Mulhare House, Main St. Mountshannon','Co. Clare,  ',,'Baile Uí Bheoláin','Clare','Ireland','IE','52.9323310852051','-8.43391990661621'
'Kildare Steiner School and Kindergarten','www.kildaresteinerschool.org','Rathargid','Dunlavin, Kildare ',,'Dunlavin','Wicklow','Ireland','IE','53.0580406188965','-6.70134019851685'
